"mindex","n","predictors","rsquare","adjr","rmse","predrsq","cp","aic","sbic","sbc","msep","fpe","apc","hsp"
121,3,"DO ntu Transparancy",0.260457714827229,0.243900797995003,0.404876341272161,0.224395808545946,25.7276667510328,152.075124685899,-240.488529435183,166.711393111685,23.2995142627924,0.173711410033689,0.783694063392041,0.00126930925472038
122,3,"Riverine_vs_Lentic Max_depth TDS",0.256339680199108,0.239690568561774,0.406002024173528,0.197893692223919,26.5948138190163,152.841426251215,-239.763767642039,167.477694677001,23.4292542499119,0.174678696984226,0.788057950833781,0.00127637722036552
123,3,"Riverine_vs_Lentic DO TDS",0.25157473474429,0.23481894522364,0.407300660407817,0.20033831358746,27.5981828659955,153.722829723921,-238.929977052774,168.359098149707,23.5793753678139,0.1757979371011,0.793107370644111,0.00128455550778099
124,3,"Max_depth TDS Color",0.240751758561272,0.223753663603688,0.410235076834195,0.184331783250328,29.8772098561692,155.704155737924,-237.055029079074,170.34042416371,23.9203566652973,0.178340150698899,0.804576494658951,0.00130313146227089
125,3,"Max_depth T Transparancy",0.239333148759177,0.222303293880651,0.410618147799724,0.195240135730237,30.1759308339139,155.961759877101,-236.811189300735,170.598028302887,23.9650504170678,0.178673368574266,0.806079797583559,0.00130556628525091
126,3,"Fraction_size Riverine_vs_Lentic TDS",0.238898165171389,0.221858571854331,0.410735536001621,0.181573913303268,30.2675266500819,156.040651941708,-236.736509547624,170.676920367494,23.9787547129693,0.178775542058989,0.806540750340767,0.00130631286689296
127,3,"Fraction_size T Transparancy",0.236206464806704,0.219106609541183,0.411461195285817,0.195860867898145,30.8343261770181,156.527839513296,-236.275302671932,171.164107939082,24.0635575867137,0.179407796732065,0.809393149234686,0.00131093275172217
128,3,"Max_depth T Color",0.235685261837649,0.21857373784894,0.411601559280749,0.184773863009536,30.9440774703546,156.621976838214,-236.186179164613,171.258245264,24.0799782515693,0.179530222324872,0.809945468798909,0.00131182731551585
129,3,"Fraction_size Max_depth Color",0.235561243627536,0.218446943111735,0.411634951295575,0.184990289114292,30.9701923617986,156.644366992145,-236.164981223513,171.280635417931,24.083885484615,0.179559353016356,0.810076891081268,0.00131204017347544
130,3,"Max_depth ntu Color",0.233853594644093,0.216701063180901,0.412094462196531,0.188868781975935,31.3297771984646,156.952295833199,-235.87343695461,171.588564258985,24.1376855074714,0.179960463431141,0.811886489257753,0.00131497108723379
131,3,"Max_depth DO Color",0.233197615383912,0.216030397817881,0.412270843355363,0.184547288734172,31.4679087450617,157.070401726915,-235.761609525611,171.706670152701,24.1583523421273,0.180114546685774,0.812581631458839,0.00131609697355908
132,3,"T DO Transparancy",0.232143756747036,0.214952945330925,0.412554049315223,0.193828772597561,31.689822961323,157.259932495659,-235.582147385966,171.896200921445,24.1915544927455,0.180362088000799,0.81369840702926,0.00131790575792175
133,3,"T TDS Color",0.226818333697166,0.209508296391879,0.413982199884104,0.169938217530701,32.8112134790061,158.21371994216,-234.678902468102,172.849988367946,24.3593336350523,0.181612978944517,0.8193417657836,0.00132704601791503
134,3,"Max_depth T TDS",0.223773913884343,0.20639571792653,0.414796431165774,0.1578280158874,33.4522862121911,158.756030995135,-234.165235028515,173.392299420921,24.455249046886,0.18232808404266,0.822567942003159,0.00133227129079144
135,3,"Max_depth DO TDS",0.221344190180027,0.203911597422864,0.415445116704497,0.160292270297512,33.9639205175024,159.187320529075,-233.756676385908,173.823588954861,24.5317982628515,0.182898802903679,0.825142723839075,0.00133644153344847
136,3,"Fraction_size Max_depth TDS",0.219469414964219,0.201994849627597,0.415944951125305,0.154674706924648,34.3586976328804,159.519184769706,-233.442273404472,174.155453195492,24.5908636506678,0.183339169672103,0.82712942593344,0.0013396592933787
137,3,"Max_depth TDS ntu",0.218691074663378,0.201199083797633,0.416152288323395,0.159945482252213,34.5225951157132,159.656728953592,-233.311958681686,174.292997379378,24.6153855087202,0.183521994364965,0.827954234311942,0.00134099519339008
138,3,"TDS ntu Color",0.21696614516864,0.199435536478386,0.416611413755078,0.165897410701838,34.8858187621647,159.961061699286,-233.02360630502,174.597330125072,24.669729959566,0.183927163806587,0.829782144672038,0.00134395576645711
139,3,"Fraction_size T Color",0.216930678473089,0.199399275752338,0.416620848636325,0.170517012588978,34.8932870920442,159.967312122707,-233.017683862155,174.603580548493,24.6708473490587,0.18393549459418,0.829819728782249,0.00134401663952117
140,3,"T ntu Color",0.215918995246795,0.198364942901574,0.416889887574222,0.17322082007332,35.1063203039115,160.145485591176,-232.848855919062,174.781754016962,24.7027207499893,0.184173129308611,0.830891811007128,0.00134575303635435
141,3,"Fraction_size ntu Color",0.215105139140454,0.197532866136136,0.417106192000109,0.173319868050039,35.277696457855,160.288651786667,-232.713193689165,174.924920212453,24.7283615447589,0.184364296324523,0.831754255537728,0.00134714989371938
142,3,"T DO Color",0.214082388112656,0.196487217697267,0.417377856990057,0.169864041295357,35.4930602503244,160.468354538242,-232.542903176508,175.104622964028,24.7605836402864,0.184604530759679,0.83283806632838,0.00134890528671162
143,3,"DO ntu Color",0.211262430469702,0.193604126674247,0.418125985012572,0.171153613776223,36.0868673021704,160.962627284861,-232.0744799369,175.598895710647,24.8494273002634,0.185266911840807,0.83582637965151,0.00135374530520128
144,3,"DO TDS Color",0.204989936407033,0.187191203640026,0.419785281590344,0.148653359795444,37.4076854415429,162.055741728734,-231.038330567667,176.69201015452,25.0470442152208,0.186740260707937,0.842473350971652,0.00136451106521737
145,3,"Fraction_size DO Color",0.204118363565608,0.186300117973794,0.420015324733945,0.156469399679678,37.591215183817,162.206948833716,-230.894981263628,176.843217259502,25.0745033940359,0.186944984832935,0.843396958012564,0.00136600698437705
146,3,"Fraction_size TDS Color",0.202885431545298,0.185039582997805,0.42034053009032,0.144159391535623,37.8508374267029,162.4205647259,-230.692457259135,177.056833151686,25.1133473083978,0.187234588773126,0.844703497914684,0.00136812312033736
147,3,"T DO TDS",0.189587709067286,0.171444150315061,0.423832156400402,0.129574416066072,40.6509792659486,164.703733495933,-228.527172823097,179.340001921719,25.5322962728464,0.190358096607911,0.858795114271981,0.00139094659175536
148,3,"T TDS ntu",0.188114884881061,0.169938352453025,0.424217112860168,0.128450576669694,40.9611163313387,164.954303820192,-228.289465435488,179.590572245978,25.5786980659846,0.190704048923621,0.860355868260369,0.00139347446528962
149,3,"Fraction_size T TDS",0.18755608922781,0.169367046449329,0.424363075570679,0.123297554871131,41.0787836304451,165.049252321341,-228.199387227967,179.685520747127,25.5963031002794,0.190835304678421,0.860948024848141,0.00139443355107604
150,3,"Fraction_size TDS ntu",0.183582129056768,0.165304117020726,0.425399666998131,0.125122938097553,41.9155925021019,165.722615276801,-227.560503000087,180.358883702587,25.7215039759309,0.191768749916874,0.865159236372678,0.00140125423533457
151,3,"DO TDS ntu",0.182817541974452,0.164522412317163,0.425598816836652,0.127833240401005,42.0765939279086,165.851793782942,-227.437926736069,180.488062208728,25.7455925344714,0.191948344110236,0.865969470444984,0.00140256653008645
152,3,"Riverine_vs_Lentic T ntu",0.172167894988824,0.153634340399022,0.428363074423441,0.129196238077093,44.3191224621715,167.638612999272,-225.742028095395,182.274881425058,26.0811130406144,0.194449844337234,0.877254917250649,0.00142084499198021
153,3,"Fraction_size DO TDS",0.172049272646642,0.153513062332761,0.428393763986407,0.108429907115597,44.3441011293052,167.658385982697,-225.723257036034,182.294654408483,26.0848502751296,0.194477707590946,0.877380621523708,0.00142104858877213
154,3,"Fraction_size DO Transparancy",0.169665726332895,0.15107615304184,0.42900996160739,0.124556233252735,44.8460117211331,168.055096581438,-225.34662884199,182.691365007224,26.1599446577587,0.195037579824546,0.879906469109917,0.00142513957512376
155,3,"Fraction_size Max_depth Transparancy",0.167837221578814,0.149206711614161,0.429482069883816,0.115553527814187,45.2310455247507,168.358656527597,-225.058410754247,182.994924953383,26.2175522800022,0.195467078104026,0.881844138326928,0.00142827791900644
156,3,"Max_depth DO Transparancy",0.1670605546517,0.148412656621514,0.429682443377157,0.118396906829781,45.3945906401918,168.487393420966,-224.936173639043,183.123661846752,26.2420214178845,0.195649509737403,0.882667173428795,0.00142961094693221
157,3,"Fraction_size Riverine_vs_Lentic ntu",0.166216359769924,0.147549561854325,0.429900132585374,0.121609053816091,45.5723553222904,168.627187373129,-224.803433298797,183.263455798915,26.2686180453971,0.195847803041514,0.883561768005006,0.00143105987608435
158,3,"Riverine_vs_Lentic DO ntu",0.163522486442114,0.144795377929624,0.43059405516249,0.124159564980987,46.1396124166765,169.072333140592,-224.380717646997,183.708601566378,26.353489379034,0.196480568122847,0.886416469591193,0.00143568349046663
159,3,"Riverine_vs_Lentic Max_depth ntu",0.162011869663699,0.143250941372588,0.430982690354031,0.113027850518739,46.4577075830705,169.321326212186,-224.144250521727,183.957594637972,26.4010818397762,0.196835397557025,0.888017272445931,0.0014382762291046
160,3,"Fraction_size Riverine_vs_Lentic Max_depth",0.155744615771371,0.136843375825954,0.432591332738659,0.100731388382838,47.7774222838474,170.349578104479,-223.167571377894,184.985846530265,26.598533661505,0.198307515558258,0.894658690749742,0.00144903299518371
161,3,"Riverine_vs_Lentic Max_depth DO",0.155743142437592,0.13684186950709,0.432591710202136,0.105837481252551,47.7777325282193,170.349818931944,-223.167342600089,184.98608735773,26.598580079353,0.198307861630272,0.894660252043746,0.00144903552393188
162,3,"Fraction_size Riverine_vs_Lentic DO",0.154332521580625,0.135399667586161,0.432952955834627,0.108169803742635,48.0747712495069,170.580202883851,-222.948479503684,185.216471309637,26.6430221368732,0.198639202978832,0.896155089071278,0.00145145663513072
163,3,"Riverine_vs_Lentic Max_depth T",0.154096372043892,0.135158231119501,0.433013401876305,0.099329047538145,48.1244979752088,170.618733497383,-222.911874475322,185.255001923169,26.65046210293,0.19869467224655,0.896405337087816,0.00145186194906406
164,3,"Riverine_vs_Lentic T DO",0.150310662684099,0.131287767072549,0.433981262079716,0.107696759252869,48.9216663013721,171.234953038779,-222.326403168091,185.871221464565,26.7697320770637,0.199583899169813,0.900417058946701,0.00145835953009818
165,3,"Fraction_size Riverine_vs_Lentic T",0.147153326626052,0.128059744386336,0.434786823649137,0.0985643817452019,49.586516151511,171.746792873904,-221.840035049185,186.38306129969,26.869204951018,0.200325527214064,0.903762892679856,0.00146377860613899
166,3,"Max_depth T ntu",0.0787292408829429,0.0581037761265909,0.451891880189725,0.0259273122695346,63.9947838543613,182.396831840612,-211.70595553144,197.033100266398,29.0249274751434,0.216397690568354,0.976271998467329,0.00158121790206676
167,3,"Fraction_size Max_depth T",0.0775811706540869,0.0569300028329098,0.452173362087956,0.0181192919380417,64.2365364918921,182.568697769727,-211.542196429756,197.204966195513,29.061097791849,0.216667361285324,0.977488610202385,0.0015831883859671
168,3,"Max_depth T DO",0.0737584557836255,0.0530217047937067,0.453109348337232,0.0174018762766861,65.0414971809112,183.139419587069,-210.998345338625,197.775688012855,29.1815336363337,0.217565280449134,0.981539546856158,0.00158974948120198
169,3,"Fraction_size Max_depth DO",0.0508285141924295,0.0295784063012153,0.458683624696285,-0.00797474669008569,69.8699246749526,186.514131804262,-207.780954523742,201.150400230049,29.9039487190957,0.222951304434046,1.00583844018414,0.00162910515788935
170,3,"Fraction_size Max_depth ntu",0.0506989881422695,0.0294459804141114,0.458714920122006,-0.00530280809812766,69.8971993690158,186.532962306123,-207.762994346386,201.169230731909,29.9080294783891,0.222981728864481,1.00597569913282,0.00162932746919932
171,3,"Max_depth DO ntu",0.0452835062473082,0.0239092563871734,0.460021475961694,-0.00669270177290615,71.0375538514343,187.317974538999,-207.014190429196,201.954242964785,30.0786459531753,0.224253773769616,1.01171449337972,0.00163862230118643
172,3,"Fraction_size T ntu",0.0370995130828263,0.0155420394951283,0.461988959964276,-0.0132094632578965,72.7608821664791,188.49589267916,-205.890332029786,203.132161104946,30.3364852536258,0.226176115494776,1.02038708315103,0.00165266885196861
173,3,"T DO ntu",0.031982753876241,0.010310725977948,0.463214815723661,-0.01576944566879,73.8383337044696,189.227269693534,-205.192357460026,203.86353811932,30.4976903753657,0.227377993297303,1.02580932051921,0.00166145097294439
174,3,"Fraction_size T DO",0.0185322811198658,-0.0034408767655103,0.466421868337107,-0.0358921397681693,76.6706406340988,191.131562086264,-203.374448219337,205.76783051205,30.9214517857836,0.230537380711619,1.04006280657447,0.00168453661644623
175,3,"Fraction_size DO ntu",0.0110566552405299,-0.0110838674033389,0.468194815602016,-0.0375328011937532,78.2448058969014,192.178695184752,-202.374454637928,206.814963610538,31.1569737502351,0.232293333736104,1.04798473847645,0.00169736736501019
176,4,"Fraction_size Riverine_vs_Lentic distance_from_source_of_the_river Transparancy",0.382319161674981,0.363742294356935,0.370018091452592,0.338714840405739,2.06693150305179,129.22690263738,-261.79765060923,146.790424748323,19.6076567181359,0.147207627701634,0.664123006620133,0.0010762159685752
177,4,"Riverine_vs_Lentic distance_from_source_of_the_river Transparancy Color",0.381822272148464,0.363230460784508,0.370166890914906,0.339497201353004,2.17156304089482,129.337871255037,-261.695003609688,146.90139336598,19.6234299761978,0.147326047966421,0.664657256261426,0.0010770817238486
178,4,"Riverine_vs_Lentic distance_from_source_of_the_river ntu Transparancy",0.379597515124985,0.360938793775361,0.370832388661602,0.336523184438301,2.64003688924726,129.833627276764,-261.236378468469,147.397149387707,19.6940526494151,0.147856259012836,0.667049288249076,0.00108095802838373
179,4,"Riverine_vs_Lentic distance_from_source_of_the_river TDS Transparancy",0.379508077975145,0.360846666786427,0.370859117275282,0.333934794994921,2.65886994172413,129.853519906839,-261.217974168666,147.417042017783,19.6968917417475,0.147877573953886,0.667145449996649,0.001081113859167
180,4,"Riverine_vs_Lentic distance_from_source_of_the_river DO Transparancy",0.378831374033559,0.360149610846599,0.371061290285543,0.337557748304906,2.80136554747534,130.003939686763,-261.078804578381,147.567461797707,19.7183730274911,0.148038848152009,0.667873033933842,0.00108229291401659
